date,open,high,low,close,volume
2025-10-17 11:00:00,1556.05,1556.05,1556.05,1556.05,0
2025-10-17 11:15:00,1556.05,1556.05,1556.05,1556.05,0
2025-10-17 11:30:00,1556.05,1556.05,1556.05,1556.05,0
2025-10-17 11:45:00,1556.05,1556.05,1556.05,1556.05,0
2025-10-17 12:00:00,1556.05,1556.05,1556.05,1556.05,0
2025-10-17 12:15:00,1556.05,1556.05,1556.05,1556.05,0
2025-10-17 12:30:00,1556.05,1556.05,1556.05,1556.05,0
2025-10-17 12:45:00,1556.05,1556.05,1556.05,1556.05,0
2025-10-17 13:00:00,1556.05,1556.5,1556.05,1556.5,0
2025-10-17 13:15:00,1556.5,1556.5,1556.5,1556.5,0
2025-10-17 13:30:00,1556.5,1556.5,1556.5,1556.5,0
2025-10-17 13:45:00,1556.5,1556.5,1556.5,1556.5,0
2025-10-17 14:00:00,1556.5,1556.5,1556.5,1556.5,0
2025-10-17 14:15:00,1556.5,1556.5,1556.5,1556.5,0
2025-10-17 14:30:00,1556.5,1556.5,1556.5,1556.5,0
2025-10-17 14:45:00,1556.5,1556.54,1556.5,1556.51,0
2025-10-17 15:00:00,1556.51,1556.51,1556.51,1556.51,0
2025-10-17 15:15:00,1556.51,1556.51,1556.51,1556.51,0
2025-10-20 09:15:00,1558.19,1558.19,1558.16,1558.16,0
2025-10-20 09:30:00,1558.16,1558.16,1558.16,1558.16,0
2025-10-20 09:45:00,1558.16,1558.16,1558.16,1558.16,0
2025-10-20 10:00:00,1558.16,1558.16,1558.16,1558.16,0
2025-10-20 10:15:00,1558.16,1558.16,1558.16,1558.16,0
2025-10-20 10:30:00,1558.16,1558.16,1558.16,1558.16,0
2025-10-20 10:45:00,1558.16,1558.16,1558.16,1558.16,0
2025-10-20 11:00:00,1558.16,1558.16,1558.16,1558.16,0
2025-10-20 11:15:00,1558.16,1558.16,1558.16,1558.16,0
2025-10-20 11:30:00,1558.16,1558.16,1558.16,1558.16,0
2025-10-20 11:45:00,1558.16,1558.16,1558.16,1558.16,0
2025-10-20 12:00:00,1558.16,1558.16,1558.16,1558.16,0
2025-10-20 12:15:00,1558.16,1558.16,1558.16,1558.16,0
2025-10-20 12:30:00,1558.16,1558.16,1558.16,1558.16,0
2025-10-20 12:45:00,1558.16,1558.16,1558.13,1558.13,0
2025-10-20 13:00:00,1558.13,1558.13,1558.13,1558.13,0
2025-10-20 13:15:00,1558.13,1558.13,1558.13,1558.13,0
2025-10-20 13:30:00,1558.13,1558.13,1558.13,1558.13,0
2025-10-20 13:45:00,1558.13,1558.13,1558.13,1558.13,0
2025-10-20 14:00:00,1558.13,1558.13,1558.13,1558.13,0
2025-10-20 14:15:00,1558.13,1558.13,1558.13,1558.13,0
2025-10-20 14:30:00,1558.13,1558.13,1558.13,1558.13,0
2025-10-20 14:45:00,1558.13,1558.13,1558.13,1558.13,0
2025-10-20 15:00:00,1558.13,1558.13,1558.13,1558.13,0
2025-10-20 15:15:00,1558.13,1558.13,1558.13,1558.13,0
2025-10-21 13:45:00,1558.83,1558.83,1558.83,1558.83,0
2025-10-21 14:00:00,1558.83,1558.83,1558.83,1558.83,0
2025-10-21 14:15:00,1558.83,1558.83,1558.83,1558.83,0
2025-10-21 14:30:00,1558.83,1558.83,1558.83,1558.83,0
2025-10-23 09:15:00,1558.83,1558.83,1558.8,1558.8,0
2025-10-23 09:30:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-23 09:45:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-23 10:00:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-23 10:15:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-23 10:30:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-23 10:45:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-23 11:00:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-23 11:15:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-23 11:30:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-23 11:45:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-23 12:00:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-23 12:15:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-23 12:30:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-23 12:45:00,1558.8,1558.8,1558.71,1558.74,0
2025-10-23 13:00:00,1558.74,1558.74,1558.74,1558.74,0
2025-10-23 13:15:00,1558.74,1558.74,1558.74,1558.74,0
2025-10-23 13:30:00,1558.74,1558.74,1558.74,1558.74,0
2025-10-23 13:45:00,1558.74,1558.74,1558.74,1558.74,0
2025-10-23 14:00:00,1558.74,1558.74,1558.74,1558.74,0
2025-10-23 14:15:00,1558.74,1558.74,1558.74,1558.74,0
2025-10-23 14:30:00,1558.74,1558.74,1558.74,1558.74,0
2025-10-23 14:45:00,1558.74,1558.74,1558.66,1558.66,0
2025-10-23 15:00:00,1558.66,1558.66,1558.66,1558.66,0
2025-10-23 15:15:00,1558.66,1558.66,1558.66,1558.66,0
2025-10-24 09:15:00,1558.81,1558.81,1558.78,1558.78,0
2025-10-24 09:30:00,1558.78,1558.78,1558.78,1558.78,0
2025-10-24 09:45:00,1558.78,1558.78,1558.78,1558.78,0
2025-10-24 10:00:00,1558.78,1558.78,1558.78,1558.78,0
2025-10-24 10:15:00,1558.78,1558.78,1558.78,1558.78,0
2025-10-24 10:30:00,1558.78,1558.78,1558.78,1558.78,0
2025-10-24 10:45:00,1558.78,1558.78,1558.78,1558.78,0
2025-10-24 11:00:00,1558.78,1558.78,1558.78,1558.78,0
2025-10-24 11:15:00,1558.78,1558.78,1558.78,1558.78,0
2025-10-24 11:30:00,1558.78,1558.78,1558.78,1558.78,0
2025-10-24 11:45:00,1558.78,1558.78,1558.78,1558.78,0
2025-10-24 12:00:00,1558.78,1558.78,1558.78,1558.78,0
2025-10-24 12:15:00,1558.78,1558.78,1558.78,1558.78,0
2025-10-24 12:30:00,1558.78,1558.78,1558.78,1558.78,0
2025-10-24 12:45:00,1558.78,1558.8,1558.78,1558.8,0
2025-10-24 13:00:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-24 13:15:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-24 13:30:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-24 13:45:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-24 14:00:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-24 14:15:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-24 14:30:00,1558.8,1558.8,1558.8,1558.8,0
2025-10-24 14:45:00,1558.8,1558.82,1558.8,1558.82,0
2025-10-24 15:00:00,1558.82,1558.82,1558.82,1558.82,0
2025-10-24 15:15:00,1558.82,1558.82,1558.82,1558.82,0
2025-10-27 09:15:00,1558.33,1558.33,1558.3,1558.3,0
2025-10-27 09:30:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 09:45:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 10:00:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 10:15:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 10:30:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 10:45:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 11:00:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 11:15:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 11:30:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 11:45:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 12:00:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 12:15:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 12:30:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 12:45:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 13:00:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 13:15:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 13:30:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 13:45:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 14:00:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 14:15:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 14:30:00,1558.3,1558.3,1558.3,1558.3,0
2025-10-27 14:45:00,1558.3,1558.39,1558.3,1558.39,0
2025-10-27 15:00:00,1558.39,1558.39,1558.39,1558.39,0
2025-10-27 15:15:00,1558.39,1558.39,1558.39,1558.39,0
2025-10-28 09:15:00,1557.83,1557.83,1557.8,1557.8,0
2025-10-28 09:30:00,1557.8,1557.8,1557.8,1557.8,0
2025-10-28 09:45:00,1557.8,1557.8,1557.8,1557.8,0
2025-10-28 10:00:00,1557.8,1557.8,1557.8,1557.8,0
2025-10-28 10:15:00,1557.8,1557.8,1557.8,1557.8,0
2025-10-28 10:30:00,1557.8,1557.8,1557.8,1557.8,0
2025-10-28 10:45:00,1557.8,1557.8,1557.8,1557.8,0
2025-10-28 11:00:00,1557.8,1558.07,1557.8,1558.07,0
2025-10-28 11:15:00,1558.07,1558.07,1558.07,1558.07,0
2025-10-28 11:30:00,1558.07,1558.07,1558.07,1558.07,0
2025-10-28 11:45:00,1558.07,1558.07,1558.07,1558.07,0
2025-10-28 12:00:00,1558.07,1558.07,1558.07,1558.07,0
2025-10-28 12:15:00,1558.07,1558.07,1558.07,1558.07,0
2025-10-28 12:30:00,1558.07,1558.07,1558.07,1558.07,0
2025-10-28 12:45:00,1558.07,1558.08,1558.07,1558.08,0
2025-10-28 13:00:00,1558.08,1558.08,1558.08,1558.08,0
2025-10-28 13:15:00,1558.08,1558.08,1558.08,1558.08,0
2025-10-28 13:30:00,1558.08,1558.08,1558.08,1558.08,0
2025-10-28 13:45:00,1558.08,1558.08,1558.08,1558.08,0
2025-10-28 14:00:00,1558.08,1558.08,1558.08,1558.08,0
2025-10-28 14:15:00,1558.08,1558.08,1558.08,1558.08,0
2025-10-28 14:30:00,1558.08,1558.08,1558.08,1558.08,0
2025-10-28 14:45:00,1558.08,1558.39,1558.08,1558.39,0
2025-10-28 15:00:00,1558.39,1558.39,1558.39,1558.39,0
2025-10-28 15:15:00,1558.39,1558.39,1558.39,1558.39,0
2025-10-29 09:15:00,1558.97,1558.97,1558.94,1558.94,0
2025-10-29 09:30:00,1558.94,1558.94,1558.94,1558.94,0
2025-10-29 09:45:00,1558.94,1558.94,1558.94,1558.94,0
2025-10-29 10:00:00,1558.94,1558.94,1558.94,1558.94,0
2025-10-29 10:15:00,1558.94,1558.94,1558.94,1558.94,0
2025-10-29 10:30:00,1558.94,1558.94,1558.94,1558.94,0
2025-10-29 10:45:00,1558.94,1559.52,1558.94,1559.52,0
2025-10-29 11:00:00,1559.52,1559.52,1559.52,1559.52,0
2025-10-29 11:15:00,1559.52,1559.52,1559.52,1559.52,0
2025-10-29 11:30:00,1559.52,1559.52,1559.52,1559.52,0
2025-10-29 11:45:00,1559.52,1559.52,1559.52,1559.52,0
2025-10-29 12:00:00,1559.52,1559.52,1559.52,1559.52,0
2025-10-29 12:15:00,1559.52,1559.52,1559.52,1559.52,0
2025-10-29 12:30:00,1559.52,1559.52,1559.52,1559.52,0
2025-10-29 12:45:00,1559.52,1559.52,1559.52,1559.52,0
2025-10-29 13:00:00,1559.52,1559.52,1559.52,1559.52,0
2025-10-29 13:15:00,1559.52,1559.52,1559.52,1559.52,0
2025-10-29 13:30:00,1559.52,1559.52,1559.52,1559.52,0
2025-10-29 13:45:00,1559.52,1559.52,1559.52,1559.52,0
2025-10-29 14:00:00,1559.52,1559.52,1559.52,1559.52,0
2025-10-29 14:15:00,1559.52,1559.52,1559.52,1559.52,0
2025-10-29 14:30:00,1559.52,1559.52,1559.52,1559.52,0
2025-10-29 14:45:00,1559.52,1559.52,1559.52,1559.52,0
2025-10-29 15:00:00,1559.52,1559.52,1559.52,1559.52,0
2025-10-29 15:15:00,1559.52,1559.52,1559.52,1559.52,0
2025-10-30 09:15:00,1559.7,1559.7,1559.67,1559.67,0
2025-10-30 09:30:00,1559.67,1559.67,1559.67,1559.67,0
2025-10-30 09:45:00,1559.67,1559.67,1559.67,1559.67,0
2025-10-30 10:00:00,1559.67,1559.67,1559.67,1559.67,0
2025-10-30 10:15:00,1559.67,1559.67,1559.67,1559.67,0
2025-10-30 10:30:00,1559.67,1559.67,1559.67,1559.67,0
2025-10-30 10:45:00,1559.67,1559.67,1559.67,1559.67,0
2025-10-30 11:00:00,1559.67,1559.67,1559.67,1559.67,0
2025-10-30 11:15:00,1559.67,1559.67,1559.67,1559.67,0
2025-10-30 11:30:00,1559.67,1559.67,1559.67,1559.67,0
2025-10-30 11:45:00,1559.67,1559.67,1559.67,1559.67,0
2025-10-30 12:00:00,1559.67,1559.67,1559.67,1559.67,0
2025-10-30 12:15:00,1559.67,1559.67,1559.67,1559.67,0
2025-10-30 12:30:00,1559.67,1559.67,1559.67,1559.67,0
2025-10-30 12:45:00,1559.67,1559.67,1559.56,1559.56,0
2025-10-30 13:00:00,1559.56,1559.56,1559.56,1559.56,0
2025-10-30 13:15:00,1559.56,1559.56,1559.56,1559.56,0
2025-10-30 13:30:00,1559.56,1559.56,1559.56,1559.56,0
2025-10-30 13:45:00,1559.56,1559.56,1559.56,1559.56,0
2025-10-30 14:00:00,1559.56,1559.56,1559.56,1559.56,0
2025-10-30 14:15:00,1559.56,1559.56,1559.56,1559.56,0
2025-10-30 14:30:00,1559.56,1559.56,1559.56,1559.56,0
2025-10-30 14:45:00,1559.56,1559.56,1559.51,1559.51,0
2025-10-30 15:00:00,1559.51,1559.51,1559.51,1559.51,0
2025-10-30 15:15:00,1559.51,1559.51,1559.51,1559.51,0
2025-10-31 09:15:00,1559.16,1559.16,1559.13,1559.13,0
2025-10-31 09:30:00,1559.13,1559.13,1559.13,1559.13,0
2025-10-31 09:45:00,1559.13,1559.13,1559.13,1559.13,0
2025-10-31 10:00:00,1559.13,1559.13,1559.13,1559.13,0
2025-10-31 10:15:00,1559.13,1559.13,1559.13,1559.13,0
2025-10-31 10:30:00,1559.13,1559.13,1559.13,1559.13,0
2025-10-31 10:45:00,1559.13,1559.13,1559.13,1559.13,0
2025-10-31 11:00:00,1559.13,1559.16,1559.13,1559.15,0
2025-10-31 11:15:00,1559.15,1559.15,1559.15,1559.15,0
2025-10-31 11:30:00,1559.15,1559.15,1559.15,1559.15,0
2025-10-31 11:45:00,1559.15,1559.15,1559.15,1559.15,0
2025-10-31 12:00:00,1559.15,1559.15,1559.15,1559.15,0
2025-10-31 12:15:00,1559.15,1559.15,1559.15,1559.15,0
2025-10-31 12:30:00,1559.15,1559.15,1559.15,1559.15,0
2025-10-31 12:45:00,1559.15,1559.15,1559.11,1559.11,0
2025-10-31 13:00:00,1559.11,1559.11,1559.11,1559.11,0
2025-10-31 13:15:00,1559.11,1559.11,1559.11,1559.11,0
2025-10-31 13:30:00,1559.11,1559.11,1559.11,1559.11,0
2025-10-31 13:45:00,1559.11,1559.11,1559.11,1559.11,0
2025-10-31 14:00:00,1559.11,1559.11,1559.11,1559.11,0
2025-10-31 14:15:00,1559.11,1559.11,1559.11,1559.11,0
2025-10-31 14:30:00,1559.11,1559.11,1559.11,1559.11,0
2025-10-31 14:45:00,1559.11,1559.11,1559.11,1559.11,0
2025-10-31 15:00:00,1559.11,1559.11,1559.11,1559.11,0
2025-10-31 15:15:00,1559.11,1559.11,1559.11,1559.11,0
2025-11-03 09:15:00,1560.57,1560.57,1560.54,1560.54,0
2025-11-03 09:30:00,1560.54,1560.54,1560.54,1560.54,0
2025-11-03 09:45:00,1560.54,1560.54,1560.54,1560.54,0
2025-11-03 10:00:00,1560.54,1560.54,1560.54,1560.54,0
2025-11-03 10:15:00,1560.54,1560.54,1560.54,1560.54,0
2025-11-03 10:30:00,1560.54,1560.54,1560.54,1560.54,0
2025-11-03 10:45:00,1560.54,1560.9,1560.54,1560.9,0
2025-11-03 11:00:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-03 11:15:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-03 11:30:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-03 11:45:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-03 12:00:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-03 12:15:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-03 12:30:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-03 12:45:00,1560.9,1561.88,1560.9,1561.88,0
2025-11-03 13:00:00,1561.88,1561.88,1561.88,1561.88,0
2025-11-03 13:15:00,1561.88,1561.88,1561.88,1561.88,0
2025-11-03 13:30:00,1561.88,1561.88,1561.88,1561.88,0
2025-11-03 13:45:00,1561.88,1561.88,1561.88,1561.88,0
2025-11-03 14:00:00,1561.88,1561.88,1561.88,1561.88,0
2025-11-03 14:15:00,1561.88,1561.88,1561.88,1561.88,0
2025-11-03 14:30:00,1561.88,1561.88,1561.88,1561.88,0
2025-11-03 14:45:00,1561.88,1561.88,1561.88,1561.88,0
2025-11-03 15:00:00,1561.88,1561.88,1561.88,1561.88,0
2025-11-03 15:15:00,1561.88,1561.88,1561.88,1561.88,0
2025-11-04 09:15:00,1560.93,1560.93,1560.9,1560.9,0
2025-11-04 09:30:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-04 09:45:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-04 10:00:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-04 10:15:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-04 10:30:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-04 10:45:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-04 11:00:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-04 11:15:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-04 11:30:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-04 11:45:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-04 12:00:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-04 12:15:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-04 12:30:00,1560.9,1560.9,1560.9,1560.9,0
2025-11-04 12:45:00,1560.9,1560.98,1560.88,1560.98,0
2025-11-04 13:00:00,1560.98,1560.98,1560.98,1560.98,0
2025-11-04 13:15:00,1560.98,1560.98,1560.98,1560.98,0
2025-11-04 13:30:00,1560.98,1560.98,1560.98,1560.98,0
2025-11-04 13:45:00,1560.98,1560.98,1560.98,1560.98,0
2025-11-04 14:00:00,1560.98,1560.98,1560.98,1560.98,0
2025-11-04 14:15:00,1560.98,1560.98,1560.98,1560.98,0
2025-11-04 14:30:00,1560.98,1560.98,1560.98,1560.98,0
2025-11-04 14:45:00,1560.98,1560.98,1560.98,1560.98,0
2025-11-04 15:00:00,1560.98,1561.44,1560.98,1561.41,0
2025-11-04 15:15:00,1561.41,1561.41,1561.41,1561.41,0
2025-11-06 09:15:00,1562.21,1562.21,1562.18,1562.18,0
2025-11-06 09:30:00,1562.18,1562.18,1562.18,1562.18,0
2025-11-06 09:45:00,1562.18,1562.18,1562.18,1562.18,0
2025-11-06 10:00:00,1562.18,1562.18,1562.18,1562.18,0
2025-11-06 10:15:00,1562.18,1562.18,1562.18,1562.18,0
2025-11-06 10:30:00,1562.18,1562.18,1562.18,1562.18,0
2025-11-06 10:45:00,1562.18,1562.18,1562.18,1562.18,0
2025-11-06 11:00:00,1562.18,1562.18,1562.18,1562.18,0
2025-11-06 11:15:00,1562.18,1562.18,1562.18,1562.18,0
2025-11-06 11:30:00,1562.18,1562.18,1562.18,1562.18,0
2025-11-06 11:45:00,1562.18,1562.18,1562.18,1562.18,0
2025-11-06 12:00:00,1562.18,1562.18,1562.18,1562.18,0
2025-11-06 12:15:00,1562.18,1562.18,1562.18,1562.18,0
2025-11-06 12:30:00,1562.18,1562.18,1562.18,1562.18,0
2025-11-06 12:45:00,1562.18,1562.19,1562.18,1562.19,0
2025-11-06 13:00:00,1562.19,1562.19,1562.19,1562.19,0
2025-11-06 13:15:00,1562.19,1562.19,1562.19,1562.19,0
2025-11-06 13:30:00,1562.19,1562.19,1562.19,1562.19,0
2025-11-06 13:45:00,1562.19,1562.19,1562.19,1562.19,0
2025-11-06 14:00:00,1562.19,1562.19,1562.19,1562.19,0
